Displacement,Force
(mm),(kN)
"42.1881","168.9025"
"42.1899","168.9107"
"42.1916","168.9054"
"42.1930","168.8856"
"42.1946","168.8753"
"42.1964","168.8867"
"42.1983","168.8992"
"42.2001","168.8995"
"42.2016","168.8840"
"42.2031","168.8686"
"42.2049","168.8721"
"42.2067","168.8830"
"42.2084","168.8816"
"42.2099","168.8635"
"42.2113","168.8433"
"42.2130","168.8376"
"42.2148","168.8487"
"42.2167","168.8570"
"42.2183","168.8480"
"42.2197","168.8284"
"42.2213","168.8204"
"42.2231","168.8300"
"42.2250","168.8423"
"42.2268","168.8426"
"42.2282","168.8233"
"42.2298","168.8088"
"42.2315","168.8136"
"42.2334","168.8205"
"42.2351","168.8195"
"42.2366","168.8033"
"42.2380","168.7813"
"42.2396","168.7772"
"42.2415","168.7885"
"42.2433","168.7923"
"42.2449","168.7820"
"42.2463","168.7638"
"42.2479","168.7548"
"42.2498","168.7653"
"42.2517","168.7782"
"42.2534","168.7762"
"42.2549","168.7591"
"42.2564","168.7468"
"42.2582","168.7520"
"42.2601","168.7626"
"42.2618","168.7628"
"42.2632","168.7429"
"42.2646","168.7221"
"42.2663","168.7207"
"42.2682","168.7303"
"42.2700","168.7354"
"42.2715","168.7260"
"42.2730","168.7058"
"42.2746","168.7000"
"42.2765","168.7136"
"42.2784","168.7238"
"42.2801","168.7191"
"42.2815","168.7007"
"42.2831","168.6878"
"42.2849","168.6950"
"42.2868","168.7058"
"42.2884","168.7034"
"42.2899","168.6825"
"42.2913","168.6623"
"42.2929","168.6594"
"42.2948","168.6705"
"42.2966","168.6765"
"42.2982","168.6649"
"42.2996","168.6458"
"42.3012","168.6423"
"42.3031","168.6543"
"42.3050","168.6650"
"42.3067","168.6630"
"42.3082","168.6448"
"42.3097","168.6347"
"42.3116","168.6445"
"42.3134","168.6526"
"42.3151","168.6486"
"42.3165","168.6283"
"42.3179","168.6068"
"42.3196","168.6059"
"42.3215","168.6174"
"42.3233","168.6203"
"42.3249","168.6092"
"42.3263","168.5917"
"42.3279","168.5861"
"42.3299","168.5996"
"42.3318","168.6126"
"42.3334","168.6072"
"42.3349","168.5887"
"42.3365","168.5793"
"42.3383","168.5845"
"42.3401","168.5912"
"42.3418","168.5865"
"42.3432","168.5643"
"42.3446","168.5456"
"42.3463","168.5474"
"42.3482","168.5558"
"42.3500","168.5582"
"42.3515","168.5450"
"42.3529","168.5247"
"42.3546","168.5223"
"42.3565","168.5379"
"42.3584","168.5481"
"42.3601","168.5429"
"42.3615","168.5242"
"42.3631","168.5125"
"42.3649","168.5209"
"42.3668","168.5298"
"42.3684","168.5235"
"42.3698","168.5015"
"42.3713","168.4842"
"42.3730","168.4848"
"42.3749","168.4944"
"42.3766","168.4974"
"42.3781","168.4837"
"42.3796","168.4661"
"42.3813","168.4663"
"42.3832","168.4806"
"42.3851","168.4903"
"42.3867","168.4823"
"42.3881","168.4612"
"42.3898","168.4528"
"42.3916","168.4623"
"42.3934","168.4688"
"42.3951","168.4622"
"42.3965","168.4403"
"42.3979","168.4211"
"42.3997","168.4234"
"42.4015","168.4346"
"42.4033","168.4355"
"42.4048","168.4228"
"42.4063","168.4077"
"42.4080","168.4067"
"42.4099","168.4207"
"42.4117","168.4294"
"42.4133","168.4201"
"42.4148","168.4022"
"42.4164","168.3963"
"42.4183","168.4048"
"42.4201","168.4118"
"42.4217","168.4032"
"42.4231","168.3786"
"42.4246","168.3628"
"42.4264","168.3681"
"42.4282","168.3771"
"42.4300","168.3781"
"42.4315","168.3634"
"42.4329","168.3449"
"42.4347","168.3466"
"42.4366","168.3612"
"42.4384","168.3668"
"42.4400","168.3561"
"42.4415","168.3365"
"42.4431","168.3294"
"42.4450","168.3392"
"42.4468","168.3441"
"42.4484","168.3322"
"42.4497","168.3083"
"42.4512","168.2929"
"42.4530","168.2977"
"42.4549","168.3094"
"42.4566","168.3101"
"42.4581","168.2927"
"42.4595","168.2752"
"42.4613","168.2776"
"42.4632","168.2913"
"42.4651","168.2995"
"42.4667","168.2893"
"42.4681","168.2687"
"42.4698","168.2638"
"42.4716","168.2732"
"42.4734","168.2773"
"42.4750","168.2672"
"42.4764","168.2455"
"42.4779","168.2302"
"42.4797","168.2367"
"42.4816","168.2465"
"42.4833","168.2446"
"42.4848","168.2291"
"42.4862","168.2131"
"42.4880","168.2153"
"42.4899","168.2312"
"42.4918","168.2388"
"42.4933","168.2255"
"42.4948","168.2066"
"42.4965","168.2023"
"42.4983","168.2107"
"42.5001","168.2173"
"42.5017","168.2070"
"42.5031","168.1831"
"42.5046","168.1704"
"42.5064","168.1768"
"42.5082","168.1836"
"42.5099","168.1821"
"42.5114","168.1652"
"42.5129","168.1486"
"42.5147","168.1537"
"42.5166","168.1682"
"42.5184","168.1718"
"42.5200","168.1593"
"42.5214","168.1403"
"42.5231","168.1370"
"42.5250","168.1502"
"42.5268","168.1560"
"42.5284","168.1428"
"42.5298","168.1190"
"42.5313","168.1054"
"42.5331","168.1109"
"42.5349","168.1206"
"42.5366","168.1179"
"42.5381","168.0995"
"42.5396","168.0854"
"42.5414","168.0909"
"42.5433","168.1039"
"42.5451","168.1093"
"42.5466","168.0955"
"42.5481","168.0770"
"42.5498","168.0774"
"42.5517","168.0883"
"42.5535","168.0905"
"42.5550","168.0766"
"42.5564","168.0522"
"42.5579","168.0394"
"42.5597","168.0481"
"42.5616","168.0561"
"42.5632","168.0514"
"42.5647","168.0348"
"42.5662","168.0206"
"42.5680","168.0260"
"42.5699","168.0413"
"42.5717","168.0460"
"42.5733","168.0331"
"42.5748","168.0184"
"42.5765","168.0179"
"42.5784","168.0269"
"42.5801","168.0301"
"42.5816","168.0143"
"42.5830","167.9908"
"42.5846","167.9821"
"42.5864","167.9899"
"42.5883","167.9979"
"42.5899","167.9939"
"42.5914","167.9733"
"42.5929","167.9602"
"42.5948","167.9705"
"42.5967","167.9852"
"42.5985","167.9877"
"42.6000","167.9718"
"42.6014","167.9520"
"42.6032","167.9521"
"42.6051","167.9622"
"42.6068","167.9624"
"42.6083","167.9461"
"42.6097","167.9226"
"42.6113","167.9121"
"42.6131","167.9200"
"42.6149","167.9267"
"42.6166","167.9196"
"42.6180","167.9007"
"42.6196","167.8899"
"42.6214","167.8986"
"42.6233","167.9124"
"42.6251","167.9146"
"42.6266","167.8969"
"42.6281","167.8795"
"42.6298","167.8813"
"42.6317","167.8908"
"42.6335","167.8917"
"42.6350","167.8753"
"42.6363","167.8503"
"42.6379","167.8415"
"42.6398","167.8507"
"42.6416","167.8572"
"42.6432","167.8528"
"42.6447","167.8358"
"42.6463","167.8246"
"42.6481","167.8348"
"42.6501","167.8482"
"42.6518","167.8469"
"42.6533","167.8298"
"42.6548","167.8137"
"42.6565","167.8150"
"42.6584","167.8241"
"42.6601","167.8239"
"42.6616","167.8055"
"42.6629","167.7828"
"42.6646","167.7770"
"42.6664","167.7878"
"42.6683","167.7965"
"42.6699","167.7902"
"42.6713","167.7711"
"42.6729","167.7616"
"42.6748","167.7719"
"42.6767","167.7843"
"42.6784","167.7845"
"42.6799","167.7677"
"42.6814","167.7520"
"42.6832","167.7569"
"42.6851","167.7668"
"42.6868","167.7649"
"42.6882","167.7463"
"42.6896","167.7250"
"42.6913","167.7210"
"42.6932","167.7326"
"42.6950","167.7390"
"42.6966","167.7292"
"42.6980","167.7090"
"42.6996","167.6996"
"42.7015","167.7098"
"42.7034","167.7220"
"42.7051","167.7202"
"42.7066","167.7013"
"42.7081","167.6866"
"42.7099","167.6903"
"42.7117","167.6978"
"42.7134","167.6963"
"42.7149","167.6781"
"42.7163","167.6560"
"42.7180","167.6522"
"42.7198","167.6613"
"42.7216","167.6648"
"42.7232","167.6550"
"42.7246","167.6352"
"42.7262","167.6265"
"42.7281","167.6376"
"42.7300","167.6490"
"42.7317","167.6458"
"42.7332","167.6272"
"42.7347","167.6137"
"42.7365","167.6191"
"42.7384","167.6299"
"42.7401","167.6283"
"42.7416","167.6087"
"42.7430","167.5878"
"42.7447","167.5847"
"42.7465","167.5941"
"42.7483","167.5980"
"42.7499","167.5867"
"42.7513","167.5673"
"42.7529","167.5610"
"42.7549","167.5733"
"42.7567","167.5837"
"42.7584","167.5776"
"42.7599","167.5578"
"42.7614","167.5455"
"42.7632","167.5529"
"42.7651","167.5621"
"42.7668","167.5583"
"42.7682","167.5366"
"42.7696","167.5149"
"42.7713","167.5119"
"42.7732","167.5214"
"42.7749","167.5259"
"42.7765","167.5144"
"42.7779","167.4948"
"42.7796","167.4891"
"42.7815","167.5004"
"42.7833","167.5103"
"42.7850","167.5073"
"42.7865","167.4897"
"42.7881","167.4795"
"42.7899","167.4875"
"42.7918","167.4944"
"42.7934","167.4884"
"42.7949","167.4661"
"42.7963","167.4456"
"42.7980","167.4449"
"42.7999","167.4543"
"42.8016","167.4574"
"42.8032","167.4455"
"42.8046","167.4251"
"42.8063","167.4197"
"42.8082","167.4324"
"42.8101","167.4440"
"42.8118","167.4402"
"42.8132","167.4210"
"42.8148","167.4097"
"42.8166","167.4161"
"42.8184","167.4227"
"42.8201","167.4163"
"42.8215","167.3938"
"42.8229","167.3740"
"42.8247","167.3750"
"42.8265","167.3848"
"42.8283","167.3864"
"42.8298","167.3724"
"42.8312","167.3526"
"42.8329","167.3499"
"42.8349","167.3648"
"42.8367","167.3758"
"42.8384","167.3691"
"42.8398","167.3495"
"42.8414","167.3388"
"42.8433","167.3467"
"42.8451","167.3547"
"42.8467","167.3477"
"42.8482","167.3248"
"42.8496","167.3055"
"42.8513","167.3052"
"42.8532","167.3138"
"42.8549","167.3155"
"42.8565","167.3020"
"42.8579","167.2846"
"42.8597","167.2835"
"42.8616","167.2969"
"42.8635","167.3065"
"42.8651","167.2975"
"42.8665","167.2764"
"42.8681","167.2673"
"42.8700","167.2756"
"42.8718","167.2817"
"42.8734","167.2740"
"42.8748","167.2509"
"42.8763","167.2318"
"42.8780","167.2326"
"42.8799","167.2422"
"42.8816","167.2431"
"42.8831","167.2291"
"42.8846","167.2120"
"42.8863","167.2103"
"42.8882","167.2239"
"42.8901","167.2320"
"42.8917","167.2221"
"42.8931","167.2031"
"42.8948","167.1963"
"42.8966","167.2043"
"42.8985","167.2094"
"42.9001","167.1995"
"42.9014","167.1742"
"42.9029","167.1576"
"42.9047","167.1629"
"42.9066","167.1731"
"42.9083","167.1746"
"42.9098","167.1598"
"42.9113","167.1413"
"42.9130","167.1424"
"42.9150","167.1564"
"42.9168","167.1614"
"42.9184","167.1505"
"42.9198","167.1310"
"42.9214","167.1231"
"42.9233","167.1320"
"42.9251","167.1367"
"42.9267","167.1255"
"42.9281","167.1018"
"42.9296","167.0864"
"42.9314","167.0908"
"42.9332","167.1017"
"42.9350","167.1013"
"42.9364","167.0836"
"42.9379","167.0657"
"42.9396","167.0672"
"42.9416","167.0799"
"42.9434","167.0866"
"42.9450","167.0760"
"42.9464","167.0555"
"42.9481","167.0499"
"42.9500","167.0585"
"42.9518","167.0622"
"42.9534","167.0519"
"42.9548","167.0291"
"42.9563","167.0126"
"42.9581","167.0178"
"42.9599","167.0266"
"42.9616","167.0232"
"42.9631","167.0062"
"42.9646","166.9898"
"42.9663","166.9912"
"42.9683","167.0057"
"42.9701","167.0125"
"42.9717","166.9994"
"42.9731","166.9810"
"42.9748","166.9766"
"42.9767","166.9844"
"42.9785","166.9901"
"42.9800","166.9794"
"42.9814","166.9545"
"42.9829","166.9419"
"42.9847","166.9480"
"42.9866","166.9546"
"42.9883","166.9535"
"42.9897","166.9364"
"42.9912","166.9193"
"42.9930","166.9247"
"42.9949","166.9388"
"42.9967","166.9421"
"42.9983","166.9298"
"42.9997","166.9115"
"43.0014","166.9088"
"43.0033","166.9217"
"43.0051","166.9264"
"43.0067","166.9126"
"43.0081","166.8894"
"43.0096","166.8758"
"43.0114","166.8806"
"43.0133","166.8901"
"43.0149","166.8872"
"43.0164","166.8685"
"43.0179","166.8548"
"43.0197","166.8592"
"43.0216","166.8707"
"43.0234","166.8754"
"43.0250","166.8609"
"43.0264","166.8429"
"43.0282","166.8430"
"43.0300","166.8519"
"43.0318","166.8531"
"43.0333","166.8388"
"43.0347","166.8126"
"43.0362","166.7989"
"43.0381","166.8072"
"43.0399","166.8137"
"43.0416","166.8085"
"43.0430","166.7916"
"43.0445","166.7762"
"43.0463","166.7803"
"43.0483","166.7954"
"43.0501","166.7998"
"43.0516","166.7860"
"43.0531","166.7702"
"43.0549","166.7689"
"43.0567","166.7768"
"43.0585","166.7792"
"43.0600","166.7619"
"43.0613","166.7370"
"43.0629","166.7281"
"43.0648","166.7353"
"43.0666","166.7410"
"43.0683","166.7354"
"43.0697","166.7152"
"43.0712","166.7014"
"43.0731","166.7107"
"43.0750","166.7245"
"43.0768","166.7255"
"43.0783","166.7092"
"43.0798","166.6901"
"43.0815","166.6892"
"43.0834","166.6982"
"43.0851","166.6982"
"43.0866","166.6811"
"43.0880","166.6581"
"43.0896","166.6478"
"43.0914","166.6543"
"43.0933","166.6617"
"43.0949","166.6545"
"43.0963","166.6338"
"43.0979","166.6226"
"43.0997","166.6314"
"43.1017","166.6443"
"43.1034","166.6467"
"43.1049","166.6297"
"43.1064","166.6112"
"43.1082","166.6128"
"43.1100","166.6221"
"43.1118","166.6220"
"43.1133","166.6057"
"43.1147","166.5805"
"43.1163","166.5696"
"43.1181","166.5781"
"43.1199","166.5848"
"43.1216","166.5791"
"43.1230","166.5625"
"43.1246","166.5516"
"43.1265","166.5603"
"43.1284","166.5735"
"43.1301","166.5732"
"43.1316","166.5542"
"43.1331","166.5378"
"43.1349","166.5387"
"43.1367","166.5458"
"43.1385","166.5448"
"43.1399","166.5260"
"43.1413","166.5029"
"43.1429","166.4968"
"43.1448","166.5064"
"43.1466","166.5132"
"43.1482","166.5068"
"43.1497","166.4867"
"43.1512","166.4756"
"43.1531","166.4857"
"43.1550","166.4969"
"43.1567","166.4954"
"43.1582","166.4779"
"43.1597","166.4622"
"43.1615","166.4650"
"43.1634","166.4743"
"43.1651","166.4727"
"43.1666","166.4539"
"43.1680","166.4317"
"43.1696","166.4271"
"43.1715","166.4372"
"43.1733","166.4434"
"43.1749","166.4342"
"43.1763","166.4136"
"43.1779","166.4040"
"43.1798","166.4141"
"43.1817","166.4253"
"43.1834","166.4229"
"43.1849","166.4041"
"43.1864","166.3890"
"43.1882","166.3925"
"43.1901","166.4009"
"43.1918","166.3980"
"43.1932","166.3785"
"43.1946","166.3564"
"43.1963","166.3515"
"43.1982","166.3608"
"43.2000","166.3651"
"43.2015","166.3543"
"43.2030","166.3337"
"43.2045","166.3249"
"43.2064","166.3353"
"43.2084","166.3465"
"43.2100","166.3436"
"43.2115","166.3246"
"43.2131","166.3105"
"43.2149","166.3151"
"43.2167","166.3242"
"43.2185","166.3215"
"43.2199","166.3008"
"43.2213","166.2786"
"43.2230","166.2755"
"43.2249","166.2833"
"43.2266","166.2858"
"43.2282","166.2738"
"43.2296","166.2532"
"43.2313","166.2460"
"43.2332","166.2576"
"43.2351","166.2666"
"43.2367","166.2602"
"43.2382","166.2395"
"43.2397","166.2270"
"43.2416","166.2344"
"43.2435","166.2438"
"43.2451","166.2399"
"43.2465","166.2179"
"43.2480","166.1952"
"43.2496","166.1917"
"43.2515","166.2009"
"43.2533","166.2042"
"43.2548","166.1922"
"43.2563","166.1724"
"43.2579","166.1657"
"43.2598","166.1770"
"43.2617","166.1878"
"43.2634","166.1842"
"43.2648","166.1662"
"43.2664","166.1555"
"43.2683","166.1631"
"43.2701","166.1711"
"43.2718","166.1653"
"43.2732","166.1417"
"43.2746","166.1196"
"43.2763","166.1179"
"43.2782","166.1275"
"43.2800","166.1302"
"43.2815","166.1181"
"43.2830","166.0984"
"43.2846","166.0917"
"43.2865","166.1041"
"43.2884","166.1155"
"43.2901","166.1107"
"43.2916","166.0911"
"43.2932","166.0800"
"43.2950","166.0847"
"43.2968","166.0900"
"43.2984","166.0824"
"43.2998","166.0589"
"43.3013","166.0393"
"43.3030","166.0390"
"43.3048","166.0475"
"43.3066","166.0488"
"43.3081","166.0342"
"43.3096","166.0148"
"43.3113","166.0125"
"43.3132","166.0257"
"43.3151","166.0350"
"43.3167","166.0280"
"43.3182","166.0072"
"43.3198","165.9950"
"43.3216","166.0009"
"43.3234","166.0066"
"43.3251","165.9983"
"43.3265","165.9748"
"43.3279","165.9546"
"43.3297","165.9550"
"43.3315","165.9636"
"43.3333","165.9639"
"43.3348","165.9498"
"43.3363","165.9312"
"43.3380","165.9291"
"43.3399","165.9426"
"43.3418","165.9508"
"43.3434","165.9402"
"43.3448","165.9186"
"43.3464","165.9088"
"43.3483","165.9158"
"43.3501","165.9216"
"43.3517","165.9134"
"43.3531","165.8891"
"43.3546","165.8692"
"43.3563","165.8708"
"43.3582","165.8795"
"43.3599","165.8805"
"43.3614","165.8670"
"43.3629","165.8491"
"43.3646","165.8486"
"43.3666","165.8622"
"43.3684","165.8701"
"43.3700","165.8602"
"43.3715","165.8419"
"43.3731","165.8338"
"43.3750","165.8415"
"43.3768","165.8474"
"43.3784","165.8361"
"43.3797","165.8107"
"43.3812","165.7938"
"43.3830","165.7978"
"43.3849","165.8080"
"43.3866","165.8092"
"43.3881","165.7928"
"43.3896","165.7743"
"43.3913","165.7751"
"43.3933","165.7873"
"43.3951","165.7930"
"43.3967","165.7817"
"43.3981","165.7609"
"43.3998","165.7538"
"43.4017","165.7628"
"43.4035","165.7662"
"43.4050","165.7551"
"43.4064","165.7311"
"43.4079","165.7148"
"43.4097","165.7193"
"43.4116","165.7301"
"43.4133","165.7286"
"43.4148","165.7098"
"43.4162","165.6918"
"43.4180","165.6934"
"43.4199","165.7067"
"43.4217","165.7137"
"43.4233","165.7017"
"43.4248","165.6809"
"43.4264","165.6746"
"43.4283","165.6827"
"43.4301","165.6860"
"43.4317","165.6758"
"43.4331","165.6519"
"43.4346","165.6366"
"43.4364","165.6415"
"43.4383","165.6485"
"43.4399","165.6452"
"43.4414","165.6285"
"43.4429","165.6107"
"43.4447","165.6124"
"43.4466","165.6279"
"43.4485","165.6329"
"43.4500","165.6186"
"43.4515","165.5988"
"43.4531","165.5924"
"43.4550","165.6008"
"43.4568","165.6064"
"43.4584","165.5940"
"43.4597","165.5693"
"43.4613","165.5554"
"43.4631","165.5596"
"43.4649","165.5662"
"43.4666","165.5639"
"43.4681","165.5456"
"43.4695","165.5290"
"43.4713","165.5333"
"43.4733","165.5455"
"43.4751","165.5492"
"43.4766","165.5359"
"43.4781","165.5150"
"43.4798","165.5116"
"43.4817","165.5229"
"43.4835","165.5262"
"43.4850","165.5114"
"43.4864","165.4866"
"43.4879","165.4721"
"43.4897","165.4762"
"43.4916","165.4841"
"43.4933","165.4793"
"43.4947","165.4602"
"43.4963","165.4459"
"43.4981","165.4494"
"43.5000","165.4601"
"43.5018","165.4642"
"43.5033","165.4495"
"43.5048","165.4304"
"43.5065","165.4298"
"43.5084","165.4373"
"43.5102","165.4374"
"43.5117","165.4221"
"43.5130","165.3949"
"43.5146","165.3810"
"43.5164","165.3890"
"43.5183","165.3950"
"43.5199","165.3890"
"43.5214","165.3704"
"43.5229","165.3530"
"43.5247","165.3567"
"43.5266","165.3709"
"43.5284","165.3740"
"43.5299","165.3598"
"43.5315","165.3431"
"43.5332","165.3405"
"43.5350","165.3478"
"43.5368","165.3491"
"43.5383","165.3313"
"43.5397","165.3060"
"43.5413","165.2966"
"43.5431","165.3039"
"43.5449","165.3098"
"43.5466","165.3046"
"43.5480","165.2839"
"43.5496","165.2692"
"43.5514","165.2792"
"43.5534","165.2932"
"43.5551","165.2939"
"43.5566","165.2775"
"43.5581","165.2581"
"43.5598","165.2559"
"43.5617","165.2651"
"43.5634","165.2650"
"43.5649","165.2478"
"43.5663","165.2242"
"43.5679","165.2126"
"43.5698","165.2191"
"43.5716","165.2261"
"43.5732","165.2183"
"43.5747","165.1988"
"43.5762","165.1882"
"43.5781","165.1952"
"43.5800","165.2080"
"43.5818","165.2095"
"43.5832","165.1901"
"43.5847","165.1718"
"43.5865","165.1734"
"43.5884","165.1811"
"43.5901","165.1807"
"43.5916","165.1640"
"43.5930","165.1381"
"43.5946","165.1286"
"43.5964","165.1367"
"43.5983","165.1415"
"43.5999","165.1354"
"43.6014","165.1184"
"43.6029","165.1057"
"43.6048","165.1142"
"43.6067","165.1265"
"43.6085","165.1238"
"43.6099","165.1048"
"43.6114","165.0883"
"43.6132","165.0884"
"43.6151","165.0962"
"43.6168","165.0948"
"43.6183","165.0742"
"43.6196","165.0493"
"43.6213","165.0432"
"43.6231","165.0521"
"43.6249","165.0580"
"43.6266","165.0508"
"43.6280","165.0291"
"43.6296","165.0178"
"43.6314","165.0274"
"43.6333","165.0375"
"43.6351","165.0360"
"43.6366","165.0188"
"43.6381","165.0012"
"43.6398","165.0033"
"43.6417","165.0116"
"43.6434","165.0079"
"43.6449","164.9887"
"43.6463","164.9668"
"43.6480","164.9607"
"43.6498","164.9710"
"43.6517","164.9770"
"43.6533","164.9663"
"43.6547","164.9454"
"43.6563","164.9354"
"43.6581","164.9434"
"43.6601","164.9546"
"43.6618","164.9511"
"43.6632","164.9303"
"43.6648","164.9148"
"43.6666","164.9170"
"43.6684","164.9219"
"43.6701","164.9200"
"43.6716","164.9007"
"43.6730","164.8774"
"43.6746","164.8728"
"43.6765","164.8825"
"43.6783","164.8846"
"43.6799","164.8732"
"43.6813","164.8522"
"43.6829","164.8418"
"43.6848","164.8520"
"43.6867","164.8632"
"43.6884","164.8586"
"43.6899","164.8391"
"43.6914","164.8240"
"43.6932","164.8266"
"43.6951","164.8356"
"43.6968","164.8323"
"43.6982","164.8092"
"43.6997","164.7876"
"43.7013","164.7839"
"43.7032","164.7905"
"43.7050","164.7934"
"43.7065","164.7810"
"43.7080","164.7593"
"43.7096","164.7526"
"43.7115","164.7630"
"43.7134","164.7708"
"43.7151","164.7644"
"43.7165","164.7438"
"43.7181","164.7295"
"43.7199","164.7357"
"43.7218","164.7433"
"43.7234","164.7382"
"43.7249","164.7171"
"43.7263","164.6949"
"43.7280","164.6905"
"43.7298","164.6990"
"43.7316","164.7019"
"43.7332","164.6890"
"43.7346","164.6685"
"43.7362","164.6621"
"43.7381","164.6728"
"43.7400","164.6827"
"43.7417","164.6791"
"43.7432","164.6600"
"43.7448","164.6490"
"43.7466","164.6556"
"43.7485","164.6623"
"43.7501","164.6566"
"43.7515","164.6330"
"43.7530","164.6104"
"43.7547","164.6084"
"43.7565","164.6162"
"43.7583","164.6169"
"43.7598","164.6034"
"43.7613","164.5821"
"43.7629","164.5751"
"43.7649","164.5871"
"43.7668","164.5967"
"43.7684","164.5902"
"43.7699","164.5702"
"43.7715","164.5575"
"43.7733","164.5616"
"43.7751","164.5659"
"43.7767","164.5570"
"43.7781","164.5328"
"43.7796","164.5127"
"43.7813","164.5119"
"43.7832","164.5205"
"43.7849","164.5225"
"43.7865","164.5081"
"43.7879","164.4878"
"43.7896","164.4840"
"43.7915","164.4973"
"43.7934","164.5071"
"43.7951","164.5003"
"43.7965","164.4798"
"43.7981","164.4674"
"43.7999","164.4731"
"43.8018","164.4789"
"43.8034","164.4703"
"43.8048","164.4472"
"43.8063","164.4271"
"43.8080","164.4265"
"43.8099","164.4350"
"43.8116","164.4356"
"43.8131","164.4211"
"43.8146","164.4028"
"43.8163","164.4010"
"43.8183","164.4142"
"43.8201","164.4223"
"43.8217","164.4107"
"43.8231","164.3880"
"43.8248","164.3776"
"43.8266","164.3840"
"43.8284","164.3891"
"43.8301","164.3795"
"43.8315","164.3546"
"43.8329","164.3348"
"43.8347","164.3350"
"43.8365","164.3423"
"43.8383","164.3425"
"43.8398","164.3280"
"43.8413","164.3098"
"43.8430","164.3081"
"43.8449","164.3200"
"43.8467","164.3257"
"43.8483","164.3145"
"43.8498","164.2935"
"43.8514","164.2851"
"43.8533","164.2922"
"43.8551","164.2969"
"43.8567","164.2854"
"43.8581","164.2591"
"43.8596","164.2409"
"43.8614","164.2440"
"43.8632","164.2529"
"43.8650","164.2528"
"43.8665","164.2361"
"43.8680","164.2173"
"43.8697","164.2168"
"43.8716","164.2280"
"43.8735","164.2328"
"43.8750","164.2198"
"43.8765","164.1978"
"43.8781","164.1899"
"43.8800","164.1967"
"43.8818","164.1988"
"43.8834","164.1868"
"43.8847","164.1617"
"43.8862","164.1457"
"43.8880","164.1503"
"43.8899","164.1592"
"43.8916","164.1572"
"43.8931","164.1383"
"43.8946","164.1189"
"43.8963","164.1190"
"43.8982","164.1316"
"43.9001","164.1373"
"43.9017","164.1251"
"43.9031","164.1035"
"43.9048","164.0960"
"43.9066","164.1033"
"43.9084","164.1053"
"43.9100","164.0937"
"43.9114","164.0702"
"43.9129","164.0551"
"43.9147","164.0597"
"43.9166","164.0659"
"43.9183","164.0622"
"43.9198","164.0441"
"43.9213","164.0259"
"43.9230","164.0277"
"43.9250","164.0409"
"43.9268","164.0451"
"43.9283","164.0312"
"43.9298","164.0097"
"43.9315","164.0026"
"43.9333","164.0111"
"43.9351","164.0151"
"43.9367","164.0018"
"43.9381","163.9770"
"43.9396","163.9626"
"43.9414","163.9665"
"43.9432","163.9727"
"43.9449","163.9687"
"43.9464","163.9500"
"43.9479","163.9324"
"43.9497","163.9348"
"43.9516","163.9466"
"43.9534","163.9493"
"43.9550","163.9337"
"43.9564","163.9131"
"43.9581","163.9083"
"43.9600","163.9180"
"43.9618","163.9216"
"43.9634","163.9075"
"43.9647","163.8821"
"43.9663","163.8671"
"43.9681","163.8709"
"43.9699","163.8782"
"43.9716","163.8734"
"43.9731","163.8545"
"43.9746","163.8385"
"43.9764","163.8414"
"43.9783","163.8521"
"43.9801","163.8546"
"43.9816","163.8390"
"43.9831","163.8198"
"43.9848","163.8166"
"43.9867","163.8241"
"43.9885","163.8257"
"43.9900","163.8097"
"43.9914","163.7829"
"43.9929","163.7698"
"43.9947","163.7753"
"43.9966","163.7814"
"43.9982","163.7758"
"43.9997","163.7558"
"44.0012","163.7399"
"44.0030","163.7436"
"44.0049","163.7556"
"44.0067","163.7589"
"44.0083","163.7442"
"44.0098","163.7257"
"44.0115","163.7236"
"44.0134","163.7309"
"44.0151","163.7296"
"44.0166","163.7118"
"44.0180","163.6859"
"44.0196","163.6752"
"44.0214","163.6823"
"44.0233","163.6878"
"44.0249","163.6802"
"44.0264","163.6593"
"44.0279","163.6451"
"44.0298","163.6528"
"44.0317","163.6660"
"44.0335","163.6665"
"44.0350","163.6472"
"44.0365","163.6259"
"44.0382","163.6232"
"44.0400","163.6301"
"44.0418","163.6286"
"44.0433","163.6107"
"44.0447","163.5856"
"44.0463","163.5746"
"44.0481","163.5810"
"44.0499","163.5856"
"44.0515","163.5775"
"44.0530","163.5570"
"44.0545","163.5445"
"44.0564","163.5530"
"44.0583","163.5658"
"44.0601","163.5659"
"44.0616","163.5474"
"44.0631","163.5280"
"44.0648","163.5277"
"44.0667","163.5356"
"44.0684","163.5351"
"44.0700","163.5170"
"44.0713","163.4918"
"44.0729","163.4814"
"44.0748","163.4885"
"44.0766","163.4942"
"44.0782","163.4877"
"44.0797","163.4684"
"44.0813","163.4556"
"44.0831","163.4640"
"44.0851","163.4751"
"44.0868","163.4727"
"44.0883","163.4533"
"44.0898","163.4352"
"44.0915","163.4342"
"44.0934","163.4406"
"44.0951","163.4379"
"44.0966","163.4169"
"44.0980","163.3918"
"44.0996","163.3838"
"44.1014","163.3918"
"44.1033","163.3978"
"44.1049","163.3887"
"44.1063","163.3676"
"44.1079","163.3549"
"44.1098","163.3631"
"44.1117","163.3739"
"44.1134","163.3710"
"44.1149","163.3514"
"44.1164","163.3335"
"44.1182","163.3345"
"44.1201","163.3418"
"44.1218","163.3381"
"44.1232","163.3172"
"44.1246","163.2929"
"44.1263","163.2868"
"44.1282","163.2950"
