Displacement,Force
(mm),(kN)
"9.8714","153.7904"
"9.8729","153.7829"
"9.8747","153.7988"
"9.8765","153.8185"
"9.8782","153.8249"
"9.8797","153.8159"
"9.8812","153.8089"
"9.8830","153.8222"
"9.8850","153.8461"
"9.8867","153.8598"
"9.8883","153.8520"
"9.8898","153.8416"
"9.8915","153.8491"
"9.8933","153.8676"
"9.8951","153.8794"
"9.8967","153.8721"
"9.8980","153.8535"
"9.8996","153.8511"
"9.9014","153.8702"
"9.9033","153.8893"
"9.9050","153.8945"
"9.9064","153.8826"
"9.9079","153.8751"
"9.9098","153.8911"
"9.9117","153.9138"
"9.9135","153.9243"
"9.9150","153.9152"
"9.9164","153.9037"
"9.9181","153.9106"
"9.9200","153.9294"
"9.9218","153.9400"
"9.9233","153.9320"
"9.9247","153.9152"
"9.9263","153.9145"
"9.9281","153.9329"
"9.9300","153.9507"
"9.9316","153.9530"
"9.9330","153.9391"
"9.9345","153.9326"
"9.9364","153.9490"
"9.9383","153.9722"
"9.9401","153.9843"
"9.9416","153.9758"
"9.9431","153.9643"
"9.9448","153.9725"
"9.9467","153.9911"
"9.9484","154.0008"
"9.9500","153.9933"
"9.9514","153.9771"
"9.9529","153.9752"
"9.9548","153.9938"
"9.9566","154.0107"
"9.9583","154.0126"
"9.9597","154.0006"
"9.9612","153.9953"
"9.9631","154.0121"
"9.9650","154.0350"
"9.9668","154.0449"
"9.9683","154.0346"
"9.9698","154.0238"
"9.9715","154.0326"
"9.9733","154.0508"
"9.9751","154.0614"
"9.9766","154.0529"
"9.9780","154.0360"
"9.9796","154.0358"
"9.9814","154.0540"
"9.9833","154.0701"
"9.9849","154.0719"
"9.9863","154.0597"
"9.9879","154.0549"
"9.9897","154.0732"
"9.9916","154.0957"
"9.9934","154.1049"
"9.9949","154.0945"
"9.9964","154.0854"
"9.9981","154.0975"
"10.0000","154.1185"
"10.0018","154.1288"
"10.0033","154.1182"
"10.0047","154.1016"
"10.0063","154.1034"
"10.0081","154.1229"
"10.0100","154.1395"
"10.0116","154.1403"
"10.0130","154.1271"
"10.0146","154.1248"
"10.0165","154.1436"
"10.0184","154.1647"
"10.0201","154.1728"
"10.0216","154.1617"
"10.0231","154.1538"
"10.0249","154.1673"
"10.0268","154.1860"
"10.0285","154.1922"
"10.0299","154.1796"
"10.0313","154.1618"
"10.0329","154.1632"
"10.0348","154.1827"
"10.0366","154.1974"
"10.0382","154.1961"
"10.0396","154.1836"
"10.0412","154.1808"
"10.0431","154.1992"
"10.0450","154.2227"
"10.0467","154.2309"
"10.0482","154.2207"
"10.0498","154.2150"
"10.0515","154.2276"
"10.0534","154.2444"
"10.0551","154.2509"
"10.0565","154.2384"
"10.0580","154.2231"
"10.0596","154.2290"
"10.0615","154.2490"
"10.0633","154.2628"
"10.0649","154.2603"
"10.0663","154.2472"
"10.0679","154.2478"
"10.0698","154.2715"
"10.0718","154.2937"
"10.0735","154.2983"
"10.0749","154.2855"
"10.0764","154.2781"
"10.0782","154.2912"
"10.0801","154.3094"
"10.0818","154.3152"
"10.0832","154.3016"
"10.0846","154.2872"
"10.0863","154.2924"
"10.0881","154.3115"
"10.0899","154.3255"
"10.0915","154.3225"
"10.0929","154.3100"
"10.0946","154.3132"
"10.0965","154.3362"
"10.0984","154.3578"
"10.1001","154.3622"
"10.1015","154.3484"
"10.1031","154.3422"
"10.1049","154.3577"
"10.1067","154.3752"
"10.1084","154.3804"
"10.1099","154.3665"
"10.1113","154.3511"
"10.1130","154.3567"
"10.1148","154.3763"
"10.1166","154.3895"
"10.1182","154.3867"
"10.1197","154.3750"
"10.1213","154.3771"
"10.1232","154.3991"
"10.1251","154.4188"
"10.1267","154.4208"
"10.1282","154.4075"
"10.1298","154.4023"
"10.1316","154.4166"
"10.1334","154.4335"
"10.1351","154.4367"
"10.1365","154.4203"
"10.1379","154.4063"
"10.1396","154.4149"
"10.1415","154.4353"
"10.1433","154.4483"
"10.1449","154.4441"
"10.1463","154.4319"
"10.1479","154.4349"
"10.1498","154.4571"
"10.1517","154.4757"
"10.1534","154.4780"
"10.1548","154.4656"
"10.1564","154.4621"
"10.1582","154.4785"
"10.1601","154.4952"
"10.1618","154.4968"
"10.1632","154.4805"
"10.1646","154.4690"
"10.1663","154.4791"
"10.1682","154.4991"
"10.1700","154.5116"
"10.1715","154.5058"
"10.1730","154.4928"
"10.1746","154.4974"
"10.1765","154.5196"
"10.1784","154.5386"
"10.1801","154.5384"
"10.1815","154.5244"
"10.1831","154.5219"
"10.1849","154.5389"
"10.1868","154.5545"
"10.1884","154.5566"
"10.1898","154.5409"
"10.1913","154.5287"
"10.1930","154.5399"
"10.1949","154.5596"
"10.1966","154.5696"
"10.1981","154.5619"
"10.1996","154.5499"
"10.2013","154.5563"
"10.2032","154.5793"
"10.2051","154.5971"
"10.2067","154.5960"
"10.2081","154.5828"
"10.2098","154.5823"
"10.2116","154.5994"
"10.2135","154.6155"
"10.2151","154.6158"
"10.2165","154.5991"
"10.2180","154.5884"
"10.2197","154.6000"
"10.2216","154.6184"
"10.2233","154.6273"
"10.2248","154.6182"
"10.2263","154.6066"
"10.2280","154.6154"
"10.2299","154.6395"
"10.2318","154.6552"
"10.2334","154.6515"
"10.2348","154.6389"
"10.2364","154.6396"
"10.2383","154.6583"
"10.2401","154.6748"
"10.2417","154.6742"
"10.2431","154.6565"
"10.2446","154.6464"
"10.2463","154.6582"
"10.2482","154.6769"
"10.2499","154.6872"
"10.2514","154.6787"
"10.2529","154.6673"
"10.2546","154.6766"
"10.2565","154.6992"
"10.2584","154.7153"
"10.2600","154.7137"
"10.2614","154.7015"
"10.2631","154.7032"
"10.2650","154.7222"
"10.2668","154.7372"
"10.2684","154.7344"
"10.2698","154.7165"
"10.2712","154.7075"
"10.2730","154.7210"
"10.2749","154.7397"
"10.2766","154.7480"
"10.2781","154.7392"
"10.2796","154.7287"
"10.2813","154.7386"
"10.2833","154.7639"
"10.2851","154.7817"
"10.2867","154.7777"
"10.2882","154.7647"
"10.2898","154.7674"
"10.2917","154.7837"
"10.2935","154.7966"
"10.2950","154.7928"
"10.2964","154.7742"
"10.2979","154.7670"
"10.2997","154.7829"
"10.3016","154.8002"
"10.3033","154.8070"
"10.3047","154.7963"
"10.3062","154.7849"
"10.3080","154.7968"
"10.3099","154.8222"
"10.3118","154.8375"
"10.3133","154.8331"
"10.3148","154.8199"
"10.3164","154.8219"
"10.3183","154.8409"
"10.3201","154.8557"
"10.3217","154.8505"
"10.3231","154.8327"
"10.3246","154.8268"
"10.3264","154.8410"
"10.3282","154.8585"
"10.3299","154.8649"
"10.3314","154.8539"
"10.3329","154.8462"
"10.3347","154.8612"
"10.3367","154.8851"
"10.3385","154.8980"
"10.3400","154.8896"
"10.3414","154.8752"
"10.3431","154.8804"
"10.3450","154.9009"
"10.3468","154.9138"
"10.3484","154.9070"
"10.3497","154.8894"
"10.3512","154.8826"
"10.3530","154.8979"
"10.3549","154.9163"
"10.3566","154.9224"
"10.3581","154.9126"
"10.3596","154.9061"
"10.3614","154.9204"
"10.3633","154.9442"
"10.3651","154.9562"
"10.3666","154.9480"
"10.3681","154.9364"
"10.3698","154.9434"
"10.3717","154.9619"
"10.3735","154.9737"
"10.3750","154.9658"
"10.3764","154.9469"
"10.3779","154.9440"
"10.3798","154.9626"
"10.3816","154.9811"
"10.3833","154.9862"
"10.3848","154.9740"
"10.3863","154.9662"
"10.3881","154.9817"
"10.3900","155.0044"
"10.3918","155.0137"
"10.3933","155.0049"
"10.3948","154.9927"
"10.3965","154.9993"
"10.3984","155.0176"
"10.4001","155.0276"
"10.4016","155.0186"
"10.4030","155.0019"
"10.4046","155.0007"
"10.4064","155.0187"
"10.4083","155.0367"
"10.4099","155.0405"
"10.4114","155.0270"
"10.4129","155.0208"
"10.4147","155.0375"
"10.4166","155.0595"
"10.4184","155.0719"
"10.4199","155.0645"
"10.4214","155.0522"
"10.4231","155.0604"
"10.4250","155.0793"
"10.4268","155.0898"
"10.4283","155.0825"
"10.4297","155.0665"
"10.4313","155.0648"
"10.4331","155.0834"
"10.4350","155.1000"
"10.4366","155.1010"
"10.4381","155.0887"
"10.4396","155.0835"
"10.4414","155.1003"
"10.4434","155.1236"
"10.4451","155.1330"
"10.4466","155.1216"
"10.4481","155.1105"
"10.4498","155.1200"
"10.4517","155.1390"
"10.4535","155.1501"
"10.4550","155.1411"
"10.4563","155.1241"
"10.4580","155.1240"
"10.4598","155.1414"
"10.4616","155.1561"
"10.4632","155.1571"
"10.4647","155.1442"
"10.4662","155.1396"
"10.4681","155.1581"
"10.4700","155.1793"
"10.4717","155.1864"
"10.4732","155.1753"
"10.4747","155.1653"
"10.4765","155.1765"
"10.4784","155.1968"
"10.4802","155.2057"
"10.4816","155.1936"
"10.4830","155.1757"
"10.4846","155.1753"
"10.4865","155.1923"
"10.4883","155.2078"
"10.4899","155.2078"
"10.4914","155.1947"
"10.4929","155.1923"
"10.4948","155.2099"
"10.4967","155.2295"
"10.4984","155.2368"
"10.4999","155.2258"
"10.5014","155.2176"
"10.5032","155.2314"
"10.5051","155.2496"
"10.5068","155.2550"
"10.5083","155.2425"
"10.5096","155.2263"
"10.5113","155.2278"
"10.5131","155.2466"
"10.5149","155.2622"
"10.5165","155.2612"
"10.5180","155.2489"
"10.5195","155.2468"
"10.5214","155.2665"
"10.5233","155.2904"
"10.5251","155.2994"
"10.5266","155.2892"
"10.5281","155.2823"
"10.5299","155.2955"
"10.5317","155.3126"
"10.5334","155.3185"
"10.5349","155.3046"
"10.5363","155.2891"
"10.5380","155.2954"
"10.5398","155.3149"
"10.5416","155.3288"
"10.5432","155.3256"
"10.5446","155.3113"
"10.5463","155.3116"
"10.5482","155.3358"
"10.5501","155.3587"
"10.5518","155.3628"
"10.5533","155.3491"
"10.5548","155.3406"
"10.5566","155.3541"
"10.5584","155.3717"
"10.5601","155.3760"
"10.5615","155.3619"
"10.5630","155.3466"
"10.5646","155.3513"
"10.5665","155.3696"
"10.5683","155.3832"
"10.5698","155.3788"
"10.5713","155.3662"
"10.5729","155.3689"
"10.5748","155.3897"
"10.5767","155.4104"
"10.5784","155.4156"
"10.5798","155.4010"
"10.5814","155.3943"
"10.5832","155.4101"
"10.5851","155.4267"
"10.5868","155.4312"
"10.5882","155.4174"
"10.5896","155.4008"
"10.5913","155.4068"
"10.5932","155.4270"
"10.5949","155.4400"
"10.5965","155.4376"
"10.5980","155.4266"
"10.5996","155.4276"
"10.6015","155.4498"
"10.6034","155.4702"
"10.6051","155.4706"
"10.6065","155.4575"
"10.6081","155.4535"
"10.6099","155.4668"
"10.6118","155.4838"
"10.6134","155.4881"
"10.6148","155.4706"
"10.6163","155.4565"
"10.6180","155.4663"
"10.6198","155.4853"
"10.6216","155.4982"
"10.6232","155.4943"
"10.6246","155.4800"
"10.6263","155.4837"
"10.6282","155.5069"
"10.6300","155.5242"
"10.6317","155.5253"
"10.6332","155.5129"
"10.6347","155.5076"
"10.6366","155.5236"
"10.6384","155.5403"
"10.6401","155.5412"
"10.6415","155.5261"
"10.6429","155.5148"
"10.6447","155.5243"
"10.6466","155.5445"
"10.6483","155.5566"
"10.6499","155.5492"
"10.6513","155.5364"
"10.6530","155.5418"
"10.6549","155.5632"
"10.6568","155.5822"
"10.6584","155.5821"
"10.6598","155.5665"
"10.6614","155.5643"
"10.6633","155.5803"
"10.6651","155.5947"
"10.6667","155.5972"
"10.6682","155.5820"
"10.6696","155.5690"
"10.6713","155.5805"
"10.6732","155.5999"
"10.6749","155.6080"
"10.6765","155.6014"
"10.6779","155.5899"
"10.6796","155.5952"
"10.6815","155.6199"
"10.6834","155.6379"
"10.6850","155.6367"
"10.6865","155.6253"
"10.6881","155.6246"
"10.6899","155.6418"
"10.6918","155.6599"
"10.6934","155.6597"
"10.6948","155.6420"
"10.6963","155.6339"
"10.6980","155.6463"
"10.6999","155.6635"
"10.7016","155.6737"
"10.7031","155.6650"
"10.7046","155.6529"
"10.7063","155.6630"
"10.7083","155.6863"
"10.7101","155.7011"
"10.7117","155.6982"
"10.7131","155.6838"
"10.7148","155.6836"
"10.7166","155.7039"
"10.7185","155.7193"
"10.7201","155.7158"
"10.7215","155.6979"
"10.7229","155.6860"
"10.7247","155.6976"
"10.7265","155.7177"
"10.7283","155.7256"
"10.7298","155.7148"
"10.7312","155.7047"
"10.7330","155.7128"
"10.7349","155.7339"
"10.7367","155.7512"
"10.7383","155.7492"
"10.7398","155.7364"
"10.7415","155.7394"
"10.7433","155.7574"
"10.7451","155.7701"
"10.7467","155.7676"
"10.7481","155.7486"
"10.7496","155.7384"
"10.7514","155.7527"
"10.7532","155.7704"
"10.7550","155.7776"
"10.7565","155.7684"
"10.7579","155.7569"
"10.7597","155.7666"
"10.7616","155.7915"
"10.7635","155.8073"
"10.7650","155.8030"
"10.7665","155.7898"
"10.7681","155.7913"
"10.7700","155.8086"
"10.7718","155.8216"
"10.7733","155.8155"
"10.7747","155.7971"
"10.7762","155.7899"
"10.7780","155.8040"
"10.7799","155.8213"
"10.7816","155.8280"
"10.7831","155.8168"
"10.7845","155.8062"
"10.7863","155.8194"
"10.7883","155.8438"
"10.7901","155.8593"
"10.7917","155.8548"
"10.7931","155.8404"
"10.7948","155.8431"
"10.7966","155.8614"
"10.7984","155.8736"
"10.8000","155.8692"
"10.8014","155.8527"
"10.8029","155.8457"
"10.8047","155.8608"
"10.8066","155.8795"
"10.8083","155.8848"
"10.8097","155.8747"
"10.8113","155.8684"
"10.8131","155.8829"
"10.8150","155.9071"
"10.8168","155.9208"
"10.8183","155.9111"
"10.8198","155.8977"
"10.8215","155.9046"
"10.8233","155.9227"
"10.8251","155.9342"
"10.8267","155.9283"
"10.8281","155.9088"
"10.8296","155.9026"
"10.8314","155.9185"
"10.8332","155.9358"
"10.8349","155.9411"
"10.8364","155.9313"
"10.8379","155.9227"
"10.8397","155.9360"
"10.8416","155.9586"
"10.8434","155.9700"
"10.8449","155.9618"
"10.8464","155.9510"
"10.8481","155.9583"
"10.8500","155.9772"
"10.8518","155.9875"
"10.8533","155.9781"
"10.8547","155.9600"
"10.8562","155.9581"
"10.8581","155.9768"
"10.8599","155.9956"
"10.8616","156.0003"
"10.8631","155.9880"
"10.8646","155.9813"
"10.8664","155.9976"
"10.8683","156.0188"
"10.8701","156.0289"
"10.8716","156.0195"
"10.8731","156.0076"
"10.8748","156.0152"
"10.8767","156.0333"
"10.8784","156.0430"
"10.8800","156.0349"
"10.8813","156.0177"
"10.8829","156.0154"
"10.8847","156.0338"
"10.8866","156.0512"
"10.8883","156.0537"
"10.8897","156.0406"
"10.8912","156.0333"
"10.8930","156.0485"
"10.8950","156.0709"
"10.8967","156.0817"
"10.8983","156.0722"
"10.8997","156.0617"
"10.9015","156.0704"
"10.9034","156.0876"
"10.9051","156.0975"
"10.9066","156.0889"
"10.9080","156.0718"
"10.9096","156.0704"
"10.9115","156.0877"
"10.9133","156.1026"
"10.9149","156.1033"
"10.9164","156.0900"
"10.9179","156.0847"
"10.9198","156.1019"
"10.9217","156.1248"
"10.9235","156.1335"
"10.9249","156.1218"
"10.9264","156.1104"
"10.9282","156.1201"
"10.9301","156.1396"
"10.9318","156.1488"
"10.9333","156.1376"
"10.9347","156.1206"
"10.9363","156.1205"
"10.9381","156.1377"
"10.9399","156.1516"
"10.9416","156.1521"
"10.9430","156.1388"
"10.9445","156.1344"
"10.9464","156.1529"
"10.9483","156.1742"
"10.9501","156.1818"
"10.9516","156.1719"
"10.9530","156.1628"
"10.9548","156.1742"
"10.9567","156.1944"
"10.9585","156.2028"
"10.9600","156.1904"
"10.9613","156.1725"
"10.9629","156.1726"
"10.9648","156.1902"
"10.9666","156.2063"
"10.9682","156.2068"
"10.9697","156.1936"
"10.9713","156.1916"
"10.9731","156.2101"
"10.9750","156.2300"
"10.9768","156.2379"
"10.9782","156.2268"
"10.9798","156.2192"
"10.9816","156.2334"
"10.9834","156.2519"
"10.9852","156.2582"
"10.9866","156.2450"
"10.9880","156.2276"
"10.9896","156.2302"
"10.9915","156.2504"
"10.9933","156.2648"
"10.9949","156.2630"
"10.9963","156.2505"
"10.9979","156.2479"
"10.9997","156.2671"
"11.0017","156.2903"
"11.0034","156.2974"
"11.0049","156.2867"
"11.0065","156.2814"
"11.0082","156.2944"
"11.0101","156.3104"
"11.0118","156.3157"
"11.0132","156.3008"
"11.0146","156.2859"
"11.0163","156.2925"
"11.0182","156.3120"
"11.0200","156.3257"
"11.0216","156.3238"
"11.0230","156.3099"
"11.0246","156.3109"
"11.0265","156.3353"
"11.0284","156.3563"
"11.0301","156.3598"
"11.0316","156.3478"
"11.0331","156.3399"
"11.0349","156.3524"
"11.0367","156.3695"
"11.0384","156.3740"
"11.0399","156.3603"
"11.0413","156.3460"
"11.0429","156.3508"
"11.0448","156.3698"
"11.0466","156.3831"
"11.0482","156.3792"
"11.0496","156.3670"
"11.0512","156.3704"
"11.0531","156.3921"
"11.0551","156.4136"
"11.0568","156.4184"
"11.0582","156.4039"
"11.0597","156.3969"
"11.0615","156.4119"
"11.0634","156.4277"
"11.0651","156.4313"
"11.0665","156.4175"
"11.0679","156.4020"
"11.0696","156.4082"
"11.0715","156.4279"
"11.0733","156.4413"
"11.0749","156.4397"
"11.0763","156.4290"
"11.0780","156.4312"
"11.0799","156.4541"
"11.0818","156.4750"
"11.0834","156.4755"
"11.0849","156.4616"
"11.0864","156.4573"
"11.0882","156.4708"
"11.0901","156.4870"
"11.0918","156.4905"
"11.0932","156.4740"
"11.0946","156.4600"
"11.0963","156.4689"
"11.0982","156.4879"
"11.1000","156.5019"
"11.1015","156.4982"
"11.1030","156.4844"
"11.1046","156.4882"
"11.1065","156.5111"
"11.1084","156.5289"
"11.1100","156.5306"
"11.1115","156.5181"
"11.1131","156.5133"
"11.1149","156.5295"
"11.1168","156.5462"
"11.1184","156.5467"
"11.1198","156.5316"
"11.1213","156.5205"
"11.1230","156.5296"
"11.1249","156.5505"
"11.1267","156.5632"
"11.1282","156.5557"
"11.1296","156.5435"
"11.1313","156.5497"
"11.1332","156.5714"
"11.1351","156.5903"
"11.1367","156.5906"
"11.1382","156.5760"
"11.1398","156.5735"
"11.1416","156.5896"
"11.1434","156.6041"
"11.1451","156.6067"
"11.1465","156.5913"
"11.1479","156.5788"
"11.1497","156.5897"
"11.1515","156.6086"
"11.1533","156.6177"
"11.1548","156.6112"
"11.1562","156.5997"
"11.1579","156.6056"
"11.1598","156.6289"
"11.1617","156.6467"
"11.1633","156.6450"
"11.1648","156.6330"
"11.1664","156.6325"
"11.1683","156.6499"
"11.1701","156.6679"
"11.1717","156.6686"
"11.1731","156.6515"
"11.1746","156.6421"
"11.1764","156.6532"
"11.1782","156.6694"
"11.1800","156.6793"
"11.1815","156.6717"
"11.1829","156.6600"
"11.1847","156.6700"
"11.1866","156.6936"
"11.1884","156.7078"
"11.1900","156.7051"
"11.1915","156.6906"
"11.1931","156.6898"
"11.1950","156.7091"
"11.1968","156.7240"
"11.1984","156.7201"
"11.1998","156.7024"
"11.2012","156.6906"
"11.2030","156.7003"
"11.2049","156.7202"
"11.2066","156.7296"
"11.2081","156.7198"
"11.2096","156.7103"
"11.2113","156.7196"
"11.2132","156.7405"
"11.2151","156.7580"
"11.2167","156.7569"
"11.2181","156.7439"
"11.2198","156.7469"
"11.2217","156.7652"
"11.2235","156.7781"
"11.2251","156.7756"
"11.2264","156.7575"
"11.2279","156.7479"
"11.2297","156.7625"
"11.2316","156.7805"
"11.2333","156.7877"
"11.2348","156.7794"
"11.2363","156.7685"
"11.2380","156.7774"
"11.2399","156.8028"
"11.2418","156.8197"
"11.2434","156.8160"
"11.2448","156.8049"
"11.2465","156.8073"
"11.2483","156.8234"
"11.2501","156.8367"
"11.2517","156.8310"
"11.2530","156.8122"
"11.2546","156.8069"
"11.2564","156.8220"
"11.2582","156.8392"
"11.2599","156.8465"
"11.2614","156.8355"
"11.2629","156.8257"
"11.2647","156.8407"
"11.2666","156.8651"
"11.2684","156.8794"
"11.2700","156.8758"
"11.2715","156.8624"
"11.2731","156.8648"
"11.2750","156.8848"
"11.2768","156.8974"
"11.2783","156.8918"
"11.2797","156.8760"
"11.2813","156.8693"
"11.2831","156.8825"
"11.2849","156.9015"
"11.2866","156.9071"
"11.2881","156.8960"
"11.2896","156.8896"
"11.2914","156.9042"
"11.2933","156.9272"
"11.2952","156.9409"
"11.2967","156.9318"
"11.2981","156.9176"
"11.2998","156.9242"
"11.3017","156.9428"
"11.3035","156.9539"
"11.3050","156.9488"
"11.3064","156.9295"
"11.3079","156.9229"
"11.3097","156.9404"
"11.3116","156.9580"
"11.3132","156.9634"
"11.3147","156.9546"
"11.3162","156.9471"
"11.3180","156.9603"
"11.3200","156.9831"
"11.3217","156.9937"
"11.3233","156.9857"
"11.3248","156.9757"
"11.3265","156.9828"
"11.3283","157.0011"
"11.3301","157.0116"
"11.3317","157.0014"
"11.3330","156.9817"
"11.3346","156.9801"
"11.3364","156.9975"
"11.3383","157.0150"
"11.3400","157.0191"
"11.3414","157.0062"
"11.3429","157.0002"
"11.3448","157.0167"
"11.3467","157.0379"
"11.3484","157.0483"
"11.3500","157.0397"
"11.3514","157.0278"
"11.3531","157.0363"
"11.3550","157.0548"
"11.3568","157.0621"
"11.3583","157.0538"
"11.3597","157.0375"
"11.3612","157.0354"
"11.3631","157.0547"
"11.3649","157.0728"
"11.3666","157.0744"
"11.3680","157.0613"
"11.3695","157.0555"
"11.3714","157.0713"
"11.3733","157.0955"
"11.3751","157.1072"
"11.3766","157.0968"
"11.3781","157.0856"
"11.3798","157.0940"
"11.3817","157.1104"
"11.3834","157.1210"
"11.3850","157.1134"
"11.3864","157.0968"
"11.3879","157.0975"
"11.3898","157.1160"
"11.3916","157.1309"
"11.3933","157.1335"
"11.3947","157.1206"
"11.3962","157.1144"
"11.3981","157.1329"
"11.4000","157.1565"
"11.4018","157.1651"
"11.4033","157.1547"
"11.4048","157.1432"
"11.4065","157.1516"
"11.4084","157.1711"
"11.4101","157.1818"
"11.4116","157.1710"
"11.4130","157.1550"
"11.4146","157.1562"
"11.4165","157.1732"
"11.4183","157.1880"
"11.4199","157.1889"
"11.4213","157.1756"
"11.4229","157.1723"
"11.4248","157.1915"
"11.4267","157.2125"
"11.4284","157.2196"
"11.4299","157.2090"
"11.4314","157.2002"
"11.4332","157.2127"
"11.4351","157.2330"
"11.4368","157.2419"
"11.4383","157.2302"
"11.4397","157.2142"
"11.4413","157.2158"
"11.4431","157.2340"
"11.4450","157.2492"
"11.4466","157.2486"
"11.4480","157.2348"
"11.4496","157.2325"
"11.4515","157.2510"
"11.4534","157.2713"
"11.4551","157.2785"
"11.4566","157.2678"
"11.4581","157.2600"
"11.4599","157.2736"
"11.4618","157.2919"
"11.4635","157.2974"
"11.4649","157.2837"
"11.4663","157.2662"
"11.4679","157.2674"
"11.4698","157.2857"
"11.4716","157.3001"
"11.4732","157.2979"
"11.4746","157.2843"
"11.4762","157.2820"
"11.4781","157.3008"
"11.4800","157.3231"
"11.4817","157.3304"
"11.4832","157.3194"
"11.4848","157.3132"
"11.4866","157.3266"
"11.4884","157.3428"
"11.4901","157.3464"
"11.4915","157.3322"
"11.4929","157.3167"
"11.4946","157.3221"
"11.4965","157.3418"
"11.4983","157.3552"
"11.4999","157.3522"
"11.5013","157.3387"
"11.5029","157.3397"
"11.5048","157.3632"
"11.5068","157.3847"
"11.5085","157.3885"
"11.5099","157.3746"
"11.5114","157.3660"
"11.5132","157.3789"
"11.5151","157.3955"
"11.5168","157.3986"
"11.5182","157.3840"
"11.5196","157.3690"
"11.5213","157.3740"
"11.5231","157.3928"
"11.5249","157.4055"
"11.5265","157.4012"
"11.5279","157.3888"
"11.5296","157.3922"
"11.5315","157.4154"
"11.5334","157.4361"
"11.5351","157.4390"
"11.5365","157.4247"
"11.5381","157.4182"
"11.5399","157.4328"
"11.5417","157.4494"
"11.5434","157.4525"
"11.5449","157.4373"
"11.5463","157.4223"
"11.5480","157.4281"
"11.5498","157.4474"
"11.5516","157.4605"
"11.5532","157.4569"
"11.5547","157.4456"
"11.5563","157.4484"
"11.5582","157.4692"
"11.5601","157.4871"
"11.5617","157.4871"
"11.5632","157.4729"
"11.5648","157.4683"
"11.5666","157.4830"
"11.5684","157.4975"
"11.5701","157.4998"
"11.5715","157.4835"
"11.5729","157.4696"
"11.5746","157.4786"
"11.5765","157.4985"
"11.5783","157.5109"
"11.5798","157.5071"
"11.5813","157.4942"
"11.5829","157.4972"
"11.5848","157.5198"
"11.5867","157.5388"
"11.5884","157.5401"
"11.5898","157.5275"
"11.5914","157.5243"
"11.5932","157.5404"
"11.5951","157.5567"
"11.5967","157.5577"
"11.5981","157.5418"
"11.5996","157.5313"
"11.6013","157.5418"
"11.6032","157.5621"
"11.6050","157.5737"
"11.6065","157.5660"
"11.6080","157.5526"
"11.6097","157.5587"
"11.6116","157.5805"
"11.6134","157.5986"
"11.6151","157.5977"
"11.6165","157.5828"
"11.6181","157.5805"
"11.6199","157.5971"
"11.6217","157.6110"
"11.6234","157.6120"
"11.6248","157.5972"
"11.6263","157.5851"
"11.6280","157.5960"
"11.6299","157.6153"
"11.6316","157.6233"
"11.6331","157.6144"
"11.6346","157.6026"
"11.6363","157.6078"
"11.6382","157.6301"
"11.6401","157.6484"
"11.6417","157.6448"
"11.6431","157.6312"
"11.6447","157.6308"
"11.6466","157.6472"
"11.6484","157.6638"
"11.6501","157.6637"
"11.6515","157.6461"
"11.6529","157.6368"
"11.6547","157.6489"
"11.6565","157.6646"
"11.6583","157.6732"
"11.6598","157.6652"
"11.6613","157.6527"
"11.6630","157.6617"
"11.6649","157.6856"
"11.6668","157.6995"
"11.6684","157.6951"
"11.6698","157.6819"
"11.6714","157.6825"
"11.6733","157.7025"
"11.6751","157.7178"
"11.6767","157.7144"
"11.6781","157.6971"
"11.6796","157.6867"
"11.6813","157.6980"
"11.6832","157.7174"
"11.6849","157.7264"
"11.6864","157.7160"
"11.6879","157.7055"
"11.6896","157.7155"
"11.6915","157.7370"
"11.6934","157.7536"
"11.6950","157.7513"
"11.6965","157.7384"
"11.6981","157.7417"
"11.7000","157.7605"
"11.7018","157.7735"
"11.7034","157.7704"
"11.7048","157.7525"
"11.7062","157.7431"
"11.7080","157.7577"
"11.7099","157.7763"
"11.7116","157.7829"
"11.7131","157.7738"
"11.7146","157.7634"
"11.7163","157.7719"
"11.7183","157.7958"
"11.7201","157.8117"
"11.7217","157.8067"
"11.7232","157.7949"
"11.7248","157.7972"
"11.7267","157.8132"
"11.7285","157.8259"
"11.7300","157.8203"
"11.7314","157.8008"
"11.7329","157.7942"
"11.7347","157.8087"
"11.7366","157.8251"
"11.7383","157.8318"
"11.7397","157.8200"
"11.7412","157.8096"
"11.7430","157.8242"
"11.7449","157.8479"
"11.7468","157.8613"
"11.7483","157.8568"
"11.7498","157.8435"
"11.7514","157.8457"
"11.7533","157.8650"
"11.7551","157.8771"
"11.7567","157.8712"
"11.7581","157.8546"
"11.7596","157.8486"
"11.7614","157.8630"
"11.7632","157.8819"
"11.7649","157.8872"
"11.7664","157.8756"
"11.7679","157.8700"
"11.7697","157.8846"
"11.7717","157.9072"
"11.7735","157.9204"
"11.7750","157.9103"
"11.7764","157.8961"
"11.7781","157.9028"
"11.7800","157.9204"
"11.7818","157.9311"
"11.7833","157.9257"
"11.7847","157.9070"
"11.7862","157.9008"
"11.7881","157.9178"
"11.7899","157.9342"
"11.7916","157.9379"
"11.7931","157.9280"
"11.7946","157.9209"
"11.7964","157.9346"
"11.7983","157.9581"
"11.8001","157.9690"
"11.8016","157.9591"
"11.8031","157.9485"
"11.8048","157.9553"
"11.8067","157.9724"
"11.8085","157.9828"
"11.8100","157.9725"
"11.8113","157.9537"
